Year,Fuel_Type,Transmission,Mileage,Engine,Power,Price
2012,1,1,13.93,2179.0,138.0,3.75
2008,1,1,19.3,1248.0,73.9,2.3
2016,1,1,25.0,1396.0,69.01,2.3
2016,1,1,28.4,1248.0,74.0,5.95
2016,3,0,23.1,998.0,67.04,3.49
2016,1,0,14.69,2993.0,258.0,47.7
2015,3,1,16.47,1198.0,74.0,6.43
2011,1,1,13.93,2179.0,138.03,4.5
2018,3,0,13.6,1598.0,181.0,39.75
2015,3,1,15.6,1196.0,70.0,4.0
2015,1,1,26.0,1498.0,98.6,6.98
2006,1,1,12.6,1991.0,112.0,1.75
2013,1,1,20.0,1968.0,108.5,4.75
2016,1,1,11.5,2982.0,171.0,23.5
2014,1,1,22.32,1582.0,126.32,7.49
2015,1,1,15.1,2179.0,140.0,10.85
2017,3,1,25.17,799.0,53.3,3.5
2015,3,1,18.6,1197.0,81.83,6.3
2012,3,0,15.6,1497.0,116.3,6.75
2017,1,0,10.91,3198.0,197.0,28.88
2016,3,0,13.7,1798.0,157.75,14.23
2012,1,0,22.69,1995.0,190.0,15.0
2013,0,1,22.8,1373.0,80.9,5.8
2013,1,1,23.2,1248.0,73.94,3.75
2011,1,1,11.5,2982.0,171.0,12.75
2009,3,1,16.1,1298.0,88.2,1.95
2018,3,1,20.3,1199.0,84.0,4.95
2015,3,0,18.0,1497.0,117.3,8.25
2013,1,0,13.2,1995.0,170.0,20.99
2010,1,0,14.21,2143.0,203.0,17.5
2015,1,1,28.4,1248.0,74.0,5.36
2014,3,1,16.02,1373.0,93.7,6.35
2011,3,1,17.01,1591.0,121.3,2.95
2019,1,0,12.63,2179.0,147.5,55.7
2017,1,0,19.27,2143.0,167.62,37.5
2017,3,1,20.36,1197.0,78.9,4.07
2012,1,1,22.07,1199.0,73.9,2.99
2017,1,1,24.3,1248.0,88.5,7.9
2016,1,1,19.87,1461.0,83.8,7.49
2009,1,1,18.0,1248.0,75.0,1.1
2016,1,0,11.3,2987.0,254.8,56.0
2016,1,1,25.4,1186.0,73.97,3.5
2008,1,1,18.1,1493.0,110.0,3.0
2014,3,1,17.01,1591.0,121.3,6.1
2010,3,1,15.6,1196.0,70.0,2.25
2016,1,1,25.2,1248.0,74.0,5.95
2013,1,1,23.08,1461.0,63.12,4.95
2015,3,1,16.47,1198.0,74.0,5.49
2019,1,0,22.69,1995.0,190.0,6.67
2015,3,1,15.0,1598.0,103.52,6.25
2014,1,0,12.07,2967.0,241.4,34.88
2016,1,1,26.21,1248.0,88.5,6.9
2014,1,1,25.1,1498.0,98.6,5.99
2010,3,0,10.93,3498.0,272.0,10.4
2012,1,0,14.57,2967.0,241.38,29.0
2016,1,1,14.02,2179.0,118.3,5.85
2006,3,0,12.0,1493.0,100.0,2.21
2010,3,1,15.5,1586.0,103.3,2.4
2009,3,1,14.53,1798.0,138.1,3.0
2012,3,0,14.4,1598.0,103.6,3.75
2015,3,1,21.1,814.0,55.2,2.95
2011,1,1,20.0,1968.0,108.5,5.8
2012,1,1,22.9,1248.0,74.0,4.9
2018,3,0,14.28,1798.0,138.03,16.95
2013,1,1,12.99,2494.0,100.0,12.5
2017,1,1,27.28,1047.0,69.0,5.0
2015,3,1,15.41,1598.0,103.52,4.68
2016,1,0,10.91,3198.0,197.0,29.8
2017,3,1,25.17,799.0,53.3,3.46
2012,1,1,23.0,1396.0,90.0,4.0
2012,1,1,17.5,1896.0,106.0,4.5
2013,1,1,21.43,1364.0,87.2,5.87
2015,1,1,15.4,2179.0,120.0,9.5
2013,1,0,14.16,1968.0,174.3,32.5
2014,1,1,18.2,1248.0,73.8,3.88
2013,1,0,22.69,1995.0,190.0,13.08
2012,1,1,21.64,1461.0,84.8,3.5
2010,3,1,12.8,2354.0,177.6,3.5
2010,1,1,16.8,1493.0,110.0,4.45
2015,3,1,16.8,796.0,34.2,2.35
2015,3,1,17.4,1497.0,117.3,5.0
2007,3,1,16.6,1388.0,68.0,2.0
2015,1,1,22.54,1396.0,88.73,6.35
2015,1,0,13.0,2143.0,201.1,24.63
2012,0,1,26.2,998.0,58.2,3.0
2016,1,1,22.77,1498.0,98.59,7.9
2011,3,1,18.5,1197.0,80.0,3.25
2016,3,1,17.8,1497.0,117.3,8.25
2011,1,1,23.08,1461.0,63.1,2.85
2010,1,1,20.0,1399.0,68.0,3.2
2013,3,1,18.44,1198.0,75.0,1.75
2009,3,1,12.8,2354.0,177.6,5.75
2010,3,0,13.7,1798.0,157.75,4.7
2017,3,1,14.0,796.0,35.0,2.9
2012,1,1,21.9,1396.0,88.8,4.25
2017,1,0,17.01,1582.0,126.2,14.5
2016,1,1,25.2,1248.0,74.0,5.34
2014,1,1,25.2,1248.0,74.0,3.85
2009,1,1,12.8,2494.0,102.0,8.5
2016,1,1,24.4,1120.0,71.0,4.2
2016,1,1,20.77,1248.0,88.7,6.75
2016,1,0,10.91,3198.0,197.2,26.0
2019,1,1,22.54,1396.0,88.73,8.61
2009,3,1,19.0,998.0,67.1,1.46
2011,1,1,21.1,1248.0,73.9,2.8
2018,0,1,32.26,998.0,58.2,4.0
2014,3,1,17.0,1497.0,118.0,5.47
2009,3,1,17.5,1298.0,85.8,2.45
2014,1,0,17.05,1995.0,184.0,21.5
2010,3,1,15.0,1368.0,90.0,1.38
2016,1,1,16.0,2179.0,140.0,13.5
2009,3,0,16.95,1197.0,78.9,3.1
2016,3,1,21.4,1197.0,83.1,5.49
2017,1,1,24.3,1248.0,88.5,9.51
2012,3,1,15.6,1196.0,70.02,2.39
2014,0,1,33.54,998.0,67.04,3.25
2014,3,0,18.19,1197.0,103.5,5.65
2010,1,1,14.95,2489.0,93.7,1.85
2019,3,0,13.33,2995.0,340.0,2.02
2013,1,1,19.3,1248.0,73.9,5.8
2017,3,1,16.2,1199.0,74.0,6.9
2013,3,1,17.01,1591.0,121.3,5.35
2010,3,1,19.81,1086.0,68.05,2.85
2014,1,0,13.0,2143.0,204.0,22.75
1998,3,1,17.3,993.0,60.0,0.45
2013,3,1,20.36,1197.0,78.9,4.64
2016,1,1,25.8,1498.0,98.6,5.27
2016,1,1,14.1,2179.0,148.0,10.0
2015,3,1,18.5,1198.0,86.8,3.95
2010,3,1,17.0,1197.0,80.0,3.38
2018,3,1,14.69,1390.0,120.33,16.8
2010,3,1,16.7,1198.0,88.8,1.99
2017,3,1,18.9,1197.0,82.0,5.84
2016,1,0,14.74,2993.0,270.9,36.15
2014,1,0,16.36,2179.0,187.7,25.7
2013,1,1,16.0,2179.0,140.0,9.24
2015,1,1,22.7,1598.0,118.0,7.65
2015,1,0,17.11,1968.0,174.33,25.31
2013,1,1,19.01,1461.0,108.45,4.75
2014,3,1,19.1,1197.0,85.8,6.69
2012,3,1,16.47,1198.0,73.9,3.1
2012,3,1,19.7,796.0,35.0,1.55
2019,3,0,18.9,1197.0,81.86,6.84
2014,3,1,25.4,624.0,37.5,1.6
2017,3,0,17.84,1395.0,147.51,21.73
2015,3,1,16.47,1198.0,74.0,4.75
2015,3,1,22.74,796.0,47.3,2.45
2019,1,0,20.7,1496.0,113.98,31.55
2012,1,0,15.2,1968.0,140.8,10.25
2019,1,1,12.62,2198.0,158.0,27.36
2013,3,1,15.8,1499.0,110.0,6.5
2016,3,1,18.9,1197.0,82.0,4.25
2014,3,1,18.2,1199.0,82.4,5.5
2015,3,1,20.85,1197.0,83.14,4.0
2017,3,1,17.57,1193.0,88.7,4.65
2015,1,0,19.27,2143.0,170.0,28.5
2014,1,1,17.3,1998.0,163.7,7.11
2013,1,1,21.1,1248.0,73.9,3.9
2017,3,1,18.9,1197.0,81.86,5.6
2012,1,1,28.4,1248.0,73.75,2.25
2011,1,1,22.32,1582.0,126.32,3.9
2014,1,0,14.74,2993.0,270.9,28.63
2013,3,0,13.7,1798.0,157.75,7.25
2006,3,1,18.9,998.0,67.1,2.0
2011,3,1,16.47,1198.0,73.9,3.5
2011,3,1,14.8,1799.0,130.2,5.0
2015,0,1,20.0,1196.0,63.0,3.72
2014,3,1,22.5,998.0,67.04,3.45
2013,1,1,23.4,1248.0,74.0,4.5
2018,3,0,13.0,1591.0,121.3,14.36
2016,3,1,18.9,1197.0,82.0,5.5
2013,1,1,23.08,1461.0,63.1,3.0
2017,3,1,18.9,1197.0,81.86,6.08
2013,1,1,20.54,1598.0,103.6,5.0
2015,1,0,12.55,2982.0,168.5,20.25
2018,1,0,11.36,2755.0,171.5,18.0
2015,1,0,20.0,2143.0,107.3,17.5
2013,3,1,21.1,814.0,55.2,2.1
2012,1,1,22.7,1582.0,126.24,7.5
2015,1,0,20.7,1496.0,113.98,24.77
2015,1,1,19.64,1461.0,108.45,8.65
2019,1,0,10.91,3198.0,197.0,35.5
2014,3,1,14.28,1798.0,138.03,10.5
2018,1,1,14.0,2179.0,155.0,13.0
2012,1,0,16.77,2993.0,261.49,26.5
2004,3,1,17.3,1061.0,64.0,1.4
2017,3,1,17.8,1497.0,117.3,7.51
2014,1,1,22.9,1248.0,74.0,4.3
2015,3,0,18.0,1497.0,117.3,8.95
2015,1,1,20.77,1248.0,88.76,6.91
2016,1,1,19.01,1461.0,108.45,9.75
2010,1,1,19.3,1248.0,73.9,4.0
2011,1,1,23.2,1248.0,73.94,3.65
2013,1,1,15.1,2179.0,140.0,10.75
2015,3,1,19.4,1198.0,86.8,4.51
2014,1,1,21.02,1248.0,88.8,3.7
2014,1,1,12.8,2494.0,102.0,12.99
2015,3,1,18.6,1197.0,85.8,4.15
2012,3,1,17.01,1591.0,121.3,4.4
2015,3,1,17.3,1497.0,117.3,4.25
2017,3,1,18.0,1198.0,86.7,4.25
2017,3,0,18.0,1497.0,117.3,7.7
2015,1,0,12.7,2179.0,187.7,39.75
2017,3,1,17.4,1497.0,117.3,8.5
2008,3,0,9.5,2997.0,231.1,7.0
2002,3,1,13.8,1299.0,70.0,0.8
2013,1,1,13.0,2982.0,168.5,15.25
2008,3,1,19.0,998.0,66.1,2.25
2016,1,1,14.07,1948.0,83.1,4.85
2012,3,0,15.6,1497.0,116.3,6.42
2012,1,1,23.19,1461.0,63.12,2.5
2011,1,0,19.08,1582.0,126.32,5.75
2003,3,1,16.1,796.0,37.0,0.5
2015,1,1,15.1,2179.0,140.0,11.52
2014,1,1,21.5,1248.0,88.8,4.5
2013,3,0,15.0,1396.0,98.6,4.75
2019,1,1,19.67,1582.0,126.2,13.54
2015,1,0,13.0,2143.0,201.1,23.41
2013,1,0,12.55,2982.0,168.5,19.25
2015,1,0,9.0,1984.0,181.0,20.0
2011,1,0,14.21,2143.0,203.0,13.0
2010,3,1,10.2,2354.0,180.0,3.99
2015,1,1,25.8,1498.0,98.6,4.65
2013,1,1,28.4,1248.0,73.75,4.65
2013,3,1,18.6,1197.0,85.8,3.15
2013,3,0,14.53,1798.0,138.1,8.25
2012,1,0,11.49,4367.0,335.3,65.0
2012,1,1,22.9,1248.0,74.0,4.5
2017,1,1,16.3,1956.0,170.0,17.5
2016,3,1,20.4,1197.0,81.8,4.31
2016,3,1,18.7,1199.0,88.7,6.2
2011,3,1,16.47,1198.0,73.9,3.32
2011,3,0,12.9,1799.0,130.0,3.75
2013,3,1,16.78,1496.0,88.73,4.7
2016,3,1,17.01,1591.0,121.3,6.5
2009,1,1,12.8,2494.0,102.0,7.25
2016,1,1,22.7,1598.0,118.0,8.94
2018,3,1,19.0,1194.0,94.68,7.34
2016,3,1,21.4,1197.0,83.1,6.9
2016,3,1,18.2,1199.0,88.7,5.9
2013,1,0,22.32,1582.0,126.3,6.75
2014,1,1,25.8,1498.0,98.6,4.1
2017,1,0,18.51,1968.0,147.51,27.0
2014,3,1,15.0,1598.0,103.52,4.5
2013,1,0,17.11,1968.0,174.33,14.5
2014,1,1,23.4,1248.0,74.0,5.25
2012,1,1,22.3,1248.0,74.0,1.2
2006,1,1,12.99,2494.0,100.6,4.95
2013,1,1,19.64,1461.0,108.45,7.5
2015,3,0,10.0,2996.0,333.0,48.0
2015,1,1,25.8,1498.0,98.6,4.45
2018,1,0,11.57,2987.0,254.79,59.65
2015,1,1,23.2,1248.0,73.94,4.38
2016,1,1,28.09,1248.0,88.5,7.9
2018,3,0,21.4,1197.0,83.1,7.29
2012,1,1,23.5,1498.0,88.7,6.0
2011,1,1,16.0,2179.0,140.0,6.7
2009,3,1,19.7,796.0,46.3,1.5
2016,1,0,20.7,1496.0,113.98,23.8
2014,1,1,15.1,2179.0,140.0,7.77
2012,3,1,17.92,1086.0,62.1,3.32
2015,1,1,22.9,1248.0,74.0,4.94
2013,1,0,20.0,2143.0,107.3,11.0
2016,3,1,25.17,799.0,53.3,3.4
2013,1,1,22.9,1248.0,74.0,4.17
2005,3,1,17.3,993.0,60.0,1.25
2016,3,0,18.9,1197.0,82.0,5.45
2012,1,1,21.12,1248.0,88.8,2.59
2015,1,1,16.0,2179.0,140.0,12.01
2010,3,1,17.5,1197.0,85.8,2.45
2015,1,0,15.73,1968.0,174.33,29.0
2010,1,0,14.84,2143.0,170.0,11.99
2015,3,0,18.0,1497.0,117.3,7.9
2010,1,1,12.8,2494.0,102.0,6.25
2011,3,1,18.6,1199.0,79.4,1.8
2013,0,1,26.6,998.0,58.16,2.8
2015,3,1,18.7,1199.0,88.7,4.9
2010,3,1,18.06,1198.0,75.0,2.25
2017,3,0,19.12,1373.0,91.1,8.89
2012,1,0,12.55,2982.0,168.5,15.0
2018,1,1,26.1,1498.0,99.0,5.65
2014,1,1,20.77,1248.0,88.8,7.0
2016,3,1,22.74,796.0,47.3,2.95
2013,3,1,19.4,1198.0,86.8,3.3
2010,1,1,16.2,1493.0,110.0,3.5
2007,3,1,12.8,1493.0,100.0,2.3
2017,1,1,19.67,1582.0,126.2,13.69
2013,1,1,23.59,1364.0,67.06,3.1
2014,3,1,13.44,2359.0,198.25,12.75
2017,1,1,19.67,1582.0,126.2,13.75
2017,3,1,18.7,1199.0,88.7,6.75
2014,1,1,20.54,1598.0,103.6,5.25
2015,1,1,16.0,2179.0,140.0,8.75
2017,1,1,18.49,1493.0,100.0,8.87
2010,3,0,11.1,2354.0,142.0,6.5
2012,1,1,20.77,1248.0,88.76,4.5
2012,1,1,12.83,2696.0,162.0,12.5
2014,1,0,12.55,2982.0,168.5,16.8
2016,1,1,20.77,1248.0,88.8,8.75
2013,1,0,19.5,1582.0,126.24,8.5
2011,3,1,20.36,1197.0,78.9,2.21
2012,3,1,16.8,796.0,34.2,1.6
2016,3,0,15.5,1198.0,86.7,6.25
2007,3,0,12.9,1799.0,130.0,2.25
2019,1,0,17.9,2143.0,136.0,25.75
2010,3,1,13.14,1798.0,157.8,6.75
2015,1,1,28.09,1248.0,88.5,6.25
2013,1,1,22.7,1498.0,89.84,5.1
2009,1,0,8.7,2987.0,224.34,10.75
2016,1,1,24.0,1120.0,70.0,5.7
2013,1,1,20.5,1598.0,105.0,5.95
2012,1,1,25.44,936.0,56.3,2.4
2013,1,1,17.21,1493.0,100.0,3.49
2011,3,0,19.2,1197.0,80.0,4.0
2013,1,1,23.59,1364.0,67.04,3.85
2010,3,0,14.53,1794.0,138.1,3.95
2013,3,1,20.36,1197.0,78.9,3.0
2018,3,1,18.16,1196.0,86.8,6.7
2016,3,1,18.5,1197.0,85.8,6.14
2012,3,0,15.0,1396.0,98.6,4.4
2017,1,1,26.59,1248.0,74.0,4.25
2010,3,0,8.77,4395.0,402.0,25.93
2016,1,1,22.7,1598.0,118.0,7.0
2017,1,0,12.55,2982.0,168.5,25.12
2017,3,1,20.3,998.0,68.05,4.45
2011,1,1,21.9,1396.0,90.0,2.4
2012,1,1,20.54,1598.0,103.6,4.33
2017,3,0,18.5,1197.0,83.14,6.93
2014,1,1,21.9,1396.0,90.0,4.25
2010,1,0,14.21,2143.0,203.0,12.5
2015,3,1,18.9,1197.0,82.0,4.9
2014,1,1,23.0,1396.0,90.0,4.5
2016,3,1,25.17,799.0,53.3,3.0
2015,3,0,16.9,1197.0,82.0,5.8
2011,3,1,15.04,1598.0,103.6,3.33
2015,1,0,14.39,1998.0,163.7,6.62
2015,1,1,19.01,1461.0,108.5,5.75
2012,1,1,22.32,1582.0,126.32,6.2
2015,3,0,23.1,998.0,67.04,3.5
2010,3,1,18.9,998.0,67.1,2.0
2012,1,1,21.9,1396.0,88.8,4.0
2011,3,0,12.3,1781.0,163.2,9.5
2013,1,0,17.05,1995.0,184.0,17.5
2015,3,0,14.3,1598.0,103.52,6.11
2014,3,1,20.36,1197.0,78.9,3.75
2007,1,1,10.5,2835.0,107.2,6.2
2014,1,1,26.0,1498.0,98.6,6.15
2012,3,1,20.92,998.0,67.1,2.4
2009,1,1,17.8,1248.0,75.0,2.15
2016,3,1,18.9,1197.0,82.0,3.75
2011,3,1,15.6,1196.0,70.0,2.15
2015,3,1,18.9,1197.0,81.86,4.75
2010,3,1,15.5,1586.0,103.3,2.45
2017,3,1,17.4,1497.0,117.3,11.15
2016,1,0,19.6,1461.0,108.45,8.9
2014,1,1,25.8,1498.0,98.6,4.35
2015,1,1,12.99,2494.0,100.6,12.0
2009,1,0,16.07,1995.0,181.0,8.5
2017,3,1,19.81,1086.0,68.05,4.27
2012,1,1,20.45,1461.0,83.8,4.25
2010,3,0,11.3,2360.0,170.0,9.25
2017,1,1,24.3,1248.0,88.5,8.61
2010,1,0,11.8,2987.0,261.0,28.0
2018,1,1,23.0,1498.0,98.96,9.25
2016,1,0,19.08,1582.0,126.2,8.6
2018,3,1,16.47,1198.0,74.0,7.53
2014,1,1,19.64,1461.0,108.45,5.75
2012,3,0,16.5,1198.0,86.8,4.15
2017,3,1,18.16,1196.0,86.8,5.84
2012,1,0,18.53,1968.0,187.74,16.5
2015,1,0,15.97,2993.0,258.0,43.0
2013,3,1,20.36,1197.0,78.9,3.55
2018,3,1,18.6,1197.0,81.83,8.9
2006,1,1,16.4,1896.0,90.0,2.5
2010,1,1,16.2,1493.0,110.0,3.85
2012,3,0,17.1,1591.0,121.4,7.5
2005,3,1,15.3,1341.0,61.0,1.8
2010,1,1,20.0,1399.0,68.0,2.25
2015,1,0,17.68,1968.0,174.33,24.25
2015,3,1,16.47,1198.0,74.0,4.35
2012,1,0,17.05,1995.0,184.0,11.5
2014,3,1,17.4,1497.0,117.3,4.75
2012,1,1,23.0,1396.0,90.0,4.99
2018,3,0,19.0,1199.0,88.7,9.15
2014,3,0,10.1,2354.0,152.0,13.99
2014,1,0,20.0,2143.0,107.3,19.75
2018,1,0,16.0,2179.0,140.0,16.77
2006,1,1,13.6,2523.0,63.0,2.5
2013,3,0,17.97,1498.0,99.6,3.65
2012,1,0,12.35,2179.0,187.74,23.5
2017,3,1,22.74,796.0,47.3,3.11
2013,3,1,17.6,1496.0,88.73,4.57
2014,3,1,17.0,1197.0,80.0,5.32
2012,3,1,20.36,1197.0,78.9,3.2
2016,1,1,25.2,1248.0,74.0,5.63
2015,3,1,21.1,814.0,55.2,3.0
2010,1,0,22.69,1995.0,190.0,9.25
2011,1,1,23.57,1396.0,70.0,1.2
2015,3,1,22.74,796.0,47.3,2.15
2010,1,1,22.07,1199.0,73.9,3.05
2014,3,0,14.28,1798.0,138.03,11.5
2008,3,1,17.92,1086.0,62.1,2.3
2016,3,1,20.4,1197.0,81.8,4.95
2013,1,1,21.64,1461.0,84.8,4.75
2018,1,1,24.3,1248.0,88.5,10.15
2011,3,1,18.06,1198.0,75.0,2.65
2015,1,1,20.0,1399.0,68.05,3.8
2017,3,0,13.1,1997.0,141.1,16.68
2014,1,1,19.01,1461.0,108.5,5.0
2011,3,1,17.71,1197.0,78.9,3.75
2013,1,1,21.27,1396.0,88.76,4.11
2015,3,1,18.16,1196.0,86.8,4.25
2004,1,1,10.5,2835.0,107.2,3.45
2014,1,0,17.11,1968.0,174.33,22.5
2006,3,1,12.4,1998.0,132.0,4.5
2007,3,1,15.26,1150.0,74.9,0.9
2006,3,1,15.3,1341.0,83.0,1.85
2013,1,1,25.8,1498.0,98.6,3.25
2014,1,1,22.7,1498.0,89.84,7.34
2015,1,1,20.14,1498.0,88.5,4.25
2016,3,1,18.6,1197.0,81.86,6.45
2011,1,1,12.8,2494.0,102.0,10.75
2015,1,0,15.26,2143.0,203.2,27.75
2005,3,1,17.3,1061.0,64.0,0.99
2016,1,0,12.62,2198.0,158.0,24.0
2016,3,1,18.6,1197.0,81.86,6.1
2017,3,1,17.5,1199.0,88.7,8.25
2013,3,1,16.47,1198.0,73.9,4.65
2014,3,1,13.7,1997.0,153.86,9.75
2014,3,1,18.9,1197.0,81.86,4.4
2014,3,1,19.1,1197.0,85.8,3.99
2016,1,0,16.2,2993.0,258.0,45.73
2014,1,1,22.7,1498.0,89.84,5.27
2014,0,1,26.2,998.0,58.2,3.5
2016,1,1,26.0,1498.0,98.6,7.25
2008,1,1,17.0,1405.0,70.0,1.6
2014,1,1,19.01,1461.0,108.45,6.0
2010,3,1,20.36,1197.0,78.9,3.0
2015,3,1,18.7,1199.0,88.7,4.95
2016,1,1,23.65,1248.0,88.5,8.99
2007,3,1,11.9,2354.0,144.0,1.85
2016,3,1,16.47,1198.0,73.9,6.16
2010,1,1,21.1,1248.0,73.9,3.5
2014,3,1,19.5,1199.0,88.76,4.5
2017,3,1,18.6,1197.0,81.83,7.75
2014,1,1,20.45,1461.0,83.8,6.6
2014,3,1,18.9,1197.0,82.0,4.98
2008,1,0,16.07,1995.0,181.0,9.75
2014,1,1,22.7,1498.0,89.84,5.55
2016,1,0,21.5,1498.0,108.5,10.3
2011,3,0,11.7,2354.0,177.6,7.5
2008,3,1,14.49,1399.0,92.7,1.8
2017,3,1,16.2,1199.0,74.0,6.25
2015,1,1,14.95,2489.0,93.7,6.8
2009,3,0,19.2,1197.0,80.0,3.0
2015,1,1,15.1,2179.0,140.0,11.6
2013,1,1,22.7,1582.0,126.24,6.95
2010,3,1,14.3,1798.0,160.0,3.5
2014,3,1,18.9,1197.0,81.86,5.5
2015,3,1,18.6,1197.0,81.83,5.65
2013,1,1,18.2,1248.0,73.8,3.25
2015,3,0,14.3,1598.0,103.6,7.72
2016,1,1,19.67,1582.0,126.2,12.0
2013,1,1,25.44,936.0,57.6,1.55
2011,1,1,11.5,2982.0,171.0,10.75
2016,3,1,18.6,1197.0,81.83,6.72
2012,1,0,12.07,2967.0,241.4,28.55
2013,1,0,17.85,2967.0,300.0,75.0
2016,3,1,17.8,1497.0,117.3,10.49
2012,1,1,17.21,1493.0,100.0,3.8
2012,1,0,16.55,1968.0,140.0,18.5
2013,3,0,12.37,2359.0,198.25,6.0
2012,1,1,22.32,1582.0,126.32,5.5
2010,3,1,18.9,998.0,67.1,2.3
2016,1,1,24.52,1248.0,88.5,8.7
2015,1,1,24.4,1120.0,71.01,4.95
2012,1,1,22.9,1248.0,74.0,4.25
2017,1,1,16.0,2179.0,140.0,10.94
2013,1,0,22.48,1995.0,190.0,21.26
2016,3,1,14.28,1798.0,138.03,11.5
2015,1,1,22.54,1396.0,88.73,6.0
2016,3,1,18.15,1198.0,82.0,4.1
2013,3,1,24.7,796.0,47.3,2.01
2010,3,1,15.7,1172.0,67.0,2.6
2012,3,1,18.9,998.0,67.1,2.35
2012,1,1,9.5,2835.0,118.6,9.15
2013,3,1,19.4,1198.0,86.8,2.9
2017,1,1,22.54,1396.0,88.73,9.18
2016,3,0,13.0,1591.0,121.3,11.45
2012,0,1,26.83,796.0,38.4,2.1
2017,3,1,17.8,1198.0,86.7,5.53
2016,3,1,18.15,1198.0,82.0,3.75
2018,3,0,18.0,1497.0,117.3,12.5
2017,1,0,16.0,2179.0,140.0,15.5
2013,1,0,14.84,2143.0,170.0,14.5
2017,1,0,19.6,1461.0,108.45,12.46
2014,3,1,16.47,1198.0,74.0,5.25
2009,1,0,13.5,2987.0,282.0,25.0
2012,1,0,12.9,2993.0,271.23,45.0
2015,1,1,28.4,1248.0,74.0,5.1
2014,1,1,25.8,1498.0,98.6,3.5
2011,1,0,16.07,1995.0,181.0,12.5
2012,1,1,23.5,1396.0,88.7,5.55
2015,1,0,11.5,2982.0,169.0,19.48
2012,3,1,18.6,1197.0,85.8,3.91
2010,3,1,18.6,1199.0,79.4,2.19
2017,3,0,18.9,1197.0,82.0,6.89
2011,3,1,15.6,1196.0,70.0,3.47
2010,3,1,16.1,1298.0,88.2,2.85
2016,1,0,17.11,1968.0,174.33,25.64
2018,3,1,16.8,1497.0,116.3,10.28
2015,3,1,18.2,1199.0,88.7,6.3
2014,1,1,20.14,1498.0,88.8,4.75
2013,1,1,19.87,1461.0,83.14,5.8
2016,1,0,12.51,2179.0,187.7,44.5
2014,3,1,18.5,1197.0,82.9,4.65
2009,3,1,17.0,1497.0,118.0,3.6
2015,1,1,16.0,2179.0,140.0,12.25
2017,1,1,16.3,1956.0,170.0,20.0
2017,1,1,16.0,2179.0,140.0,16.0
2011,1,0,11.79,2179.0,120.0,6.21
2016,3,1,19.44,1198.0,67.0,3.25
2016,1,1,15.4,2179.0,120.0,9.75
2014,3,0,15.5,1198.0,86.7,4.45
2017,1,1,25.6,1498.0,98.6,12.0
2008,3,1,14.4,1396.0,65.0,0.8
2018,1,1,24.0,1186.0,73.97,5.95
2015,0,1,33.44,796.0,40.3,3.0
2014,3,1,17.43,1396.0,105.5,5.25
2019,1,1,13.68,2393.0,147.8,22.2
2012,1,0,17.05,1995.0,184.0,13.5
2015,1,0,16.96,1968.0,138.03,13.5
2014,1,1,20.0,1399.0,68.05,3.47
2013,1,0,11.18,2696.0,184.0,9.5
2011,3,1,15.04,1598.0,103.6,4.8
2016,3,1,15.0,1598.0,103.52,6.54
2012,3,1,16.47,1198.0,73.9,3.1
2015,1,1,23.65,1248.0,88.5,7.99
2009,3,1,14.53,1798.0,138.1,3.3
2015,1,1,20.77,1248.0,88.8,8.75
2013,3,0,19.2,1197.0,80.0,4.19
2019,1,0,17.9,2143.0,136.0,30.77
2006,3,1,16.9,1497.0,100.0,2.11
2018,3,1,18.15,1198.0,82.0,6.25
2011,1,1,11.5,2982.0,171.0,11.4
2011,3,1,17.0,1497.0,118.0,5.2
2017,1,0,18.53,1968.0,187.74,39.84
2013,1,1,20.0,1399.0,68.05,4.45
2014,1,0,17.9,2143.0,136.0,19.5
2007,3,1,15.26,1150.0,74.9,1.75
2016,1,1,25.83,1498.0,99.0,5.1
2013,1,0,22.7,1582.0,126.2,6.8
2016,3,0,21.4,1197.0,83.1,5.74
2010,3,1,16.1,1197.0,85.0,3.3
2010,1,0,9.9,3498.0,271.72,32.0
2016,1,0,21.76,1995.0,190.0,35.0
2017,1,0,28.4,1248.0,73.75,8.9
2011,3,1,17.01,1591.0,121.3,4.0
2018,1,1,17.1,1956.0,170.0,19.46
2009,1,0,11.4,1991.0,142.0,5.25
2013,0,1,15.1,1196.0,73.0,2.6
2018,1,1,21.5,1497.0,108.5,9.22
2013,3,1,21.1,814.0,55.2,1.8
2015,1,0,14.69,2993.0,258.0,31.75
2014,1,1,20.77,1248.0,88.76,5.99
2015,3,1,18.0,1198.0,86.7,4.94
2007,3,1,16.6,1388.0,68.0,1.5
2008,3,1,13.5,1799.0,130.0,3.25
2007,2,1,17.3,1061.0,57.5,1.95
2014,1,1,20.77,1248.0,88.8,6.5
2013,1,1,24.0,1120.0,70.0,3.71
2018,3,1,20.14,1197.0,81.86,5.0
2008,3,1,19.81,1086.0,68.05,1.99
2017,3,1,18.0,1198.0,86.7,4.25
2009,1,0,12.4,2698.0,179.5,8.0
2011,3,1,20.36,1197.0,78.9,2.95
2018,3,1,25.17,799.0,53.3,3.5
2012,1,0,15.2,1968.0,140.8,16.0
2015,3,1,22.74,796.0,47.3,2.75
2015,3,1,17.8,1497.0,117.3,6.95
2011,3,0,11.74,1796.0,186.0,12.5
2017,1,0,13.22,2967.0,241.4,36.83
2011,3,1,16.2,1199.0,74.0,2.7
