Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Power,Price
2019,80000,1,1,11.5,171.0,8.99
2009,74000,1,0,15.5,105.0,5.25
2011,37000,1,1,23.0,90.0,2.95
2013,64000,1,1,21.02,88.76,2.65
2013,57197,3,1,15.04,103.6,4.0
2016,55000,1,0,17.6,126.2,12.5
2014,33000,3,1,21.1,85.8,3.25
2008,70000,3,1,13.1,141.1,4.0
2012,75000,1,1,15.1,140.0,6.25
2016,58095,1,1,21.66,108.62,5.8
2015,7445,3,1,17.57,88.7,5.0
2018,28321,3,0,14.28,138.03,17.49
2011,69000,3,1,19.0,66.1,1.95
2007,80000,3,0,11.1,142.0,3.0
2014,42365,3,1,17.0,80.0,5.5
2013,123000,1,0,12.55,168.5,16.5
2011,40000,3,0,11.74,186.0,14.5
2016,30112,1,1,27.39,74.0,7.79
2017,43775,1,1,20.77,88.76,8.27
2012,56000,3,1,12.9,102.5,2.15
2008,95000,3,0,12.9,130.0,3.0
2014,41089,1,0,16.09,184.0,28.79
2011,41988,1,0,20.0,138.1,5.45
2013,72486,1,1,23.4,74.0,3.95
2013,92000,1,0,23.3,150.0,16.0
2013,40000,3,1,17.5,85.8,4.25
2014,56000,1,0,12.7,187.7,34.5
2017,29219,1,1,12.99,100.6,13.48
2018,39927,1,1,12.55,168.5,32.1
2018,38593,3,1,18.7,88.7,6.17
2015,32000,3,1,17.0,118.0,5.5
2017,28226,1,0,28.4,73.75,9.15
2014,95000,1,1,21.64,84.8,4.5
2016,14821,3,1,19.4,86.8,5.37
2012,52000,3,1,15.04,103.6,5.45
2016,33000,1,1,16.0,140.0,9.25
2016,29200,1,1,23.0,98.96,7.7
2012,99754,1,1,17.72,108.49,7.99
2012,49000,3,1,20.36,78.9,3.0
2018,38310,1,1,20.65,88.7,6.69
2014,56000,1,1,22.9,74.0,4.25
2017,31300,1,0,21.72,108.4,10.5
2019,11241,1,1,13.68,147.8,22.55
2014,48000,3,1,17.01,121.3,5.2
2019,23882,3,1,17.4,117.3,11.87
2014,65000,1,1,26.0,98.6,6.99
2011,50000,1,1,20.54,103.6,5.0
2015,21000,3,1,22.74,47.3,2.79
2016,68000,3,1,15.29,121.3,9.85
2016,19000,1,1,16.55,105.0,9.25
2011,74000,1,1,22.32,126.3,3.75
2017,30279,1,1,26.1,99.0,7.29
2016,20000,1,0,20.7,113.98,23.5
2013,34834,3,1,14.0,35.0,2.6
2015,90000,1,1,21.03,65.0,3.1
2016,38730,1,0,14.21,203.0,29.98
2016,57390,1,1,19.01,108.45,6.73
2016,100000,1,1,23.4,74.0,3.5
2011,50000,3,1,16.47,73.9,2.35
2017,64961,1,1,16.0,140.0,16.13
2014,72465,3,1,16.47,74.0,5.9
2012,68776,3,1,21.1,85.8,3.9
2012,68000,1,1,12.8,102.0,6.95
2015,33000,1,1,26.0,98.6,7.0
2017,22389,3,1,17.0,73.75,7.23
2012,90000,1,1,21.5,88.8,3.81
2012,42000,3,1,18.6,85.8,4.5
2017,38767,1,1,19.67,126.2,12.6
2010,59136,3,1,19.7,46.3,2.96
2014,36000,1,1,25.8,98.6,3.25
2011,95000,1,0,18.33,167.7,8.5
2013,51000,1,0,19.5,126.24,8.75
2011,36411,3,1,18.9,67.1,3.08
2017,40000,1,0,12.81,148.31,41.5
2016,27300,3,1,17.8,117.3,7.0
2011,29813,3,0,14.74,181.03,11.5
2011,71000,3,1,20.51,67.04,2.6
2014,32000,1,1,22.32,126.3,4.3
2017,19234,0,1,17.5,80.46,8.35
2017,50510,1,0,17.06,141.0,24.9
2011,102000,1,0,15.06,177.0,13.75
2014,42277,1,1,24.0,73.97,3.85
2014,46000,1,0,13.0,201.1,23.25
2015,50000,3,1,18.9,82.0,5.75
2008,62000,3,1,20.36,78.9,1.65
2012,78000,1,1,19.33,138.1,6.5
2011,79000,1,1,17.67,138.08,7.5
2013,36716,3,1,18.9,67.0,3.02
2013,65060,3,1,21.1,55.2,3.32
2013,33000,3,1,19.4,86.8,3.24
2015,11110,3,1,22.74,47.3,2.35
2013,63000,1,1,15.96,62.1,5.5
2015,27030,3,1,17.8,117.3,6.75
2015,19600,3,1,15.0,103.52,6.15
2016,27755,3,1,22.0,81.8,5.45
2013,20000,3,1,21.1,55.2,2.3
2015,24782,3,1,20.85,83.14,6.21
2014,47303,3,0,19.34,76.0,5.21
2017,1000,1,1,13.49,138.03,7.5
2016,29000,1,1,20.14,88.8,4.0
2016,36367,3,1,17.8,117.3,7.73
2015,38000,3,1,17.4,117.3,7.8
2011,83969,3,1,16.1,37.0,1.3
2014,82621,1,1,20.14,88.8,4.42
2009,89000,1,0,12.5,147.9,4.0
2016,54000,1,1,16.0,140.0,13.0
2015,61691,1,1,25.8,98.6,5.38
2011,32200,3,1,17.0,80.0,3.25
2016,68630,3,0,20.51,67.0,3.87
2014,61000,1,0,16.96,138.03,8.25
2018,32644,3,1,20.73,91.1,9.28
2012,85000,1,0,11.79,120.0,6.25
2008,75000,3,1,15.26,74.9,1.15
2016,40347,3,1,20.73,91.2,7.8
2012,60788,1,1,23.0,90.0,4.5
2018,18664,3,1,18.7,88.7,7.56
2017,57847,1,1,16.0,140.0,16.08
2012,52237,3,1,17.0,80.0,4.5
2011,54000,3,1,19.81,68.05,2.2
2014,49800,3,0,23.1,67.04,4.0
2012,98000,1,1,20.86,73.9,2.51
2015,60095,1,1,25.2,74.0,4.75
2008,68000,3,1,16.0,66.7,2.0
2010,81402,3,1,20.36,78.9,2.1
2013,38000,3,0,16.5,110.0,6.25
2017,49224,1,1,25.2,74.0,6.0
2010,54898,3,1,16.1,88.2,2.5
2018,2500,3,1,15.29,121.3,12.75
2017,32838,1,0,17.05,190.0,30.29
2006,27076,3,1,13.8,70.0,1.6
2017,75445,1,1,22.7,89.84,7.54
2015,46601,3,1,20.73,91.1,6.84
2012,72000,1,0,18.33,167.7,6.0
2017,27000,1,1,27.3,98.6,8.0
2016,68193,1,0,17.11,174.33,24.74
2017,34429,1,1,24.0,70.0,5.5
2013,80544,1,1,12.99,100.6,11.79
2011,42000,3,1,16.95,97.7,3.0
2011,94821,1,0,20.0,138.1,6.75
2006,100000,3,1,14.49,92.7,1.4
2014,57000,1,1,24.2,98.6,5.75
2010,79894,1,1,21.1,73.9,3.4
2011,44748,3,1,16.47,73.9,4.89
2013,31000,3,1,13.24,102.5,4.95
2013,60587,3,0,16.98,66.1,3.49
2014,43772,3,1,17.0,118.0,6.35
2017,23576,3,0,18.9,82.0,7.08
2017,4000,1,0,13.6,177.0,38.0
2012,62000,1,1,12.05,120.0,6.25
2011,36000,3,0,11.74,186.0,10.15
2014,80000,3,0,13.7,157.75,10.75
2010,61001,1,1,12.05,120.0,4.75
2015,52191,3,1,17.1,121.3,7.78
2016,77076,1,1,23.0,90.0,6.75
2008,56000,3,0,16.4,78.0,2.99
2013,21000,3,1,20.36,78.9,2.35
2013,89429,1,1,25.8,98.6,3.65
2012,45631,3,1,22.5,67.04,2.74
2013,53959,3,1,19.4,86.8,3.5
2014,55804,3,1,17.0,80.0,4.76
2016,25899,3,1,15.04,103.2,6.2
2008,82000,1,1,18.7,66.0,2.35
2013,20000,3,1,13.24,102.57,6.0
2017,31829,3,1,21.1,55.2,3.65
2016,18094,3,1,18.6,85.8,6.26
2018,22684,3,1,18.6,81.83,7.8
2014,43521,3,1,19.4,86.8,4.25
2014,49386,3,1,17.5,85.8,4.86
2017,12248,3,1,18.9,81.86,4.9
2014,67771,1,1,11.68,112.0,7.06
2015,60007,3,0,17.21,189.0,4.5
2011,48624,3,1,24.07,67.1,3.22
2014,30000,1,1,22.07,73.9,3.25
2016,81605,3,1,18.9,82.0,4.53
2017,32642,1,0,14.84,170.0,34.78
2014,34200,3,0,15.74,121.3,6.5
2010,72204,3,1,15.7,67.0,2.25
2017,47357,1,0,18.49,100.0,8.37
2015,61738,1,1,20.14,88.8,5.39
2018,32586,1,0,22.48,190.0,37.3
2018,10393,3,1,18.9,81.86,6.03
2011,46000,3,0,13.7,157.75,4.9
2013,21000,3,0,16.95,78.9,3.96
2011,113562,1,1,23.0,90.0,4.6
2011,100010,1,1,12.05,120.0,5.5
2013,63107,3,1,19.4,86.8,3.25
2017,58500,3,1,18.6,81.83,6.25
2007,90000,1,1,10.9,143.0,3.0
2011,108242,1,1,16.8,110.0,4.25
2011,62943,1,0,17.05,184.0,10.95
2013,65000,1,0,12.55,168.5,16.5
2018,1700,3,0,19.0,88.76,7.8
2013,34697,3,1,19.81,68.05,3.7
2012,58000,3,1,17.0,80.0,4.0
2015,32500,1,0,19.59,187.74,26.75
2016,58661,1,0,15.17,181.0,28.03
2017,37124,3,1,20.4,81.8,5.44
2017,44000,3,0,21.4,83.1,6.2
2016,11000,3,1,18.5,85.8,3.95
2011,65000,3,1,26.0,35.0,0.44
2012,55005,1,1,20.0,68.0,2.75
2011,81650,1,0,18.33,167.7,7.5
2013,67263,3,1,18.9,67.1,3.6
2012,44223,3,1,17.6,88.7,3.99
2015,36840,3,1,18.9,82.0,5.64
2015,69123,1,0,18.88,184.0,19.0
2017,5500,3,1,21.56,103.25,8.2
2015,1001,1,1,25.83,99.0,7.55
2007,59000,3,1,15.26,74.9,0.99
2011,78256,3,0,16.8,118.0,4.15
2016,90000,3,1,16.95,97.6,6.2
2016,18000,3,1,19.1,85.8,4.4
2012,60000,1,1,20.0,68.0,2.1
2018,32851,3,1,18.6,81.86,8.34
2014,32000,1,1,23.4,74.0,4.35
2014,62700,1,1,22.7,89.84,6.8
2010,71000,1,1,19.3,73.9,3.3
2016,19947,3,1,18.9,82.0,5.04
2012,91000,1,0,11.4,153.86,9.2
2014,74000,1,1,22.07,73.9,5.7
2018,55594,1,1,18.49,100.0,8.48
2012,110224,1,1,19.01,108.45,6.1
2010,21002,3,1,22.5,67.04,2.75
2017,121000,1,1,24.52,88.5,8.0
2010,73513,3,1,19.7,46.3,1.85
2015,34000,3,0,20.51,67.0,3.85
2017,28371,3,1,15.1,73.0,4.74
2013,74755,1,1,19.6,108.45,5.63
2011,25805,3,1,18.2,64.0,2.62
2015,82603,3,1,13.06,102.53,4.9
2006,110000,3,1,13.5,130.0,2.65
2012,88000,1,1,16.0,140.0,5.99
2011,110000,1,1,21.0,64.1,2.4
2017,15000,3,1,21.7,67.0,4.25
2016,19000,3,1,20.63,67.0,2.99
2011,37442,3,1,18.5,80.0,3.4
2016,63111,1,0,18.12,190.0,30.8
2012,88000,1,1,20.77,88.8,5.85
2014,42355,3,1,18.9,82.0,4.0
2011,65000,1,1,17.9,163.7,4.55
2011,79232,1,1,21.1,73.9,2.9
2016,28470,3,1,18.6,81.83,6.95
2014,9759,3,1,20.3,68.05,2.75
2014,75216,1,1,22.9,74.0,5.1
2017,8000,3,1,18.6,81.83,6.75
2014,59451,3,1,18.5,85.8,3.69
2013,53996,1,1,22.9,74.0,5.45
2018,15135,3,1,17.5,88.7,9.29
2015,53000,3,0,16.9,81.86,4.0
2013,40000,3,1,18.0,86.7,2.9
2013,21107,3,1,17.1,121.3,5.25
2014,56000,3,1,16.8,116.3,5.75
2017,19623,3,1,15.29,121.3,13.12
2014,70963,1,1,15.1,140.0,7.83
2013,25755,0,1,26.6,58.16,3.15
2013,51450,1,1,12.8,102.0,10.4
2012,75000,1,1,22.9,74.0,4.35
2017,37832,3,0,22.5,67.0,5.23
2016,43041,3,1,18.9,81.86,6.01
2014,97236,1,1,25.8,98.6,4.4
2010,83000,1,0,16.07,181.0,12.75
2011,65000,3,1,15.6,70.0,2.4
2018,46007,3,1,17.0,73.75,5.71
2015,65925,1,1,22.7,89.84,5.49
2014,55000,1,1,16.0,140.0,8.5
2012,115000,1,1,13.0,168.5,12.99
2017,31184,3,1,18.9,81.86,5.0
2017,41747,1,0,28.4,73.75,9.0
2016,38143,1,1,22.9,74.0,5.22
2012,19030,3,1,16.47,73.9,3.8
2019,20877,3,1,18.16,78.9,7.27
2016,23555,3,1,22.0,81.8,5.1
2013,29000,1,0,14.21,203.0,29.0
2013,61000,3,1,18.9,67.1,2.9
2012,4187,3,1,26.0,35.0,1.38
2011,46000,3,1,13.4,157.8,5.5
2016,28000,3,0,17.21,103.5,7.25
2014,83558,1,1,22.32,126.32,6.98
2017,40000,1,1,22.95,74.0,5.25
2013,36000,3,1,21.1,55.2,1.95
2014,21000,1,0,17.11,174.33,24.5
2013,62162,1,1,12.99,100.0,8.31
2015,58000,1,1,24.4,71.0,5.5
2011,62332,3,0,11.7,177.6,5.89
2016,50867,1,1,20.34,103.2,7.95
2010,73000,3,1,17.0,80.0,2.75
2012,98008,1,1,22.7,126.24,6.25
2015,36000,1,1,20.0,68.05,4.95
2019,27339,3,1,18.6,81.83,6.27
2017,25000,1,1,23.9,126.2,8.65
2014,37000,3,1,18.9,82.0,3.5
2015,56000,1,0,14.16,174.3,35.0
2015,27000,3,1,17.5,85.8,4.45
2012,37000,3,1,18.5,80.0,2.65
2017,10500,1,1,25.32,77.0,4.7
2014,49000,1,0,18.23,126.2,8.9
2017,7000,1,1,17.1,170.0,17.45
2017,71256,1,1,24.3,88.5,9.58
2012,83184,3,1,14.28,138.03,6.22
2013,87284,1,1,15.1,140.0,7.8
2016,7000,1,0,20.68,190.0,27.75
2015,29000,1,1,22.54,88.73,7.0
2013,64000,1,1,17.3,163.7,6.5
2011,82000,3,1,18.5,80.0,2.7
2012,70000,3,1,19.4,86.8,2.5
2015,58000,3,1,16.47,73.9,3.95
2010,77000,3,1,20.36,78.9,2.1
2009,73204,1,0,18.1,147.9,3.5
2007,70000,3,1,19.81,68.05,2.0
2014,79870,1,1,20.77,88.76,5.35
2013,90000,1,1,25.8,98.6,3.8
2016,17000,3,0,15.5,122.0,17.25
2018,46493,3,1,18.9,81.86,5.53
2009,68000,3,1,20.36,78.9,1.95
2017,2000,1,1,28.4,74.0,8.2
2014,45535,1,0,23.8,112.0,19.41
2016,39228,3,1,15.7,112.4,6.58
2011,57000,3,1,14.49,92.7,2.1
2008,85445,3,1,19.81,68.05,2.0
2015,54000,1,1,24.4,71.0,3.7
2014,53000,3,0,23.1,67.04,3.8
2014,60000,3,1,20.36,78.9,3.25
2015,65668,1,1,19.87,83.8,5.53
2011,100000,1,0,22.69,190.0,10.9
2018,1800,3,1,18.9,82.0,5.1
2009,44200,3,1,18.0,62.0,1.6
2018,14000,3,1,17.4,117.3,11.25
2012,73000,1,0,11.5,169.0,14.4
2011,68000,3,1,17.0,118.0,3.6
2017,19543,1,0,18.12,190.0,40.5
2014,38000,1,0,14.16,174.3,38.95
2014,32805,1,1,23.2,73.94,3.6
2016,44782,1,0,21.21,103.2,7.12
2016,55700,1,1,26.0,98.6,7.52
2012,60000,1,0,15.2,140.8,10.35
2014,56000,3,1,15.0,103.52,7.0
2011,60000,1,1,11.5,171.0,10.85
2010,78563,1,1,16.52,123.7,2.35
2014,34669,3,1,15.1,73.0,2.9
2017,17000,3,1,20.73,91.1,7.65
2016,66000,1,1,28.09,88.5,6.4
2014,102418,1,1,12.99,100.6,10.1
2014,48800,3,1,19.1,85.8,4.25
2019,10601,1,0,11.36,171.5,19.65
2017,8200,1,1,25.0,69.0,4.4
2012,100000,3,1,18.5,82.85,3.25
2012,78000,1,1,17.8,68.0,2.8
2015,50000,1,1,18.2,73.74,4.3
2006,89327,1,1,17.8,68.0,1.55
2007,98000,3,1,10.8,152.0,4.7
2017,24700,3,1,18.7,88.7,7.07
2018,9434,3,1,18.9,81.86,5.75
2012,29000,3,1,18.5,85.8,3.25
2017,22440,1,0,22.0,108.495,8.89
2015,73070,3,1,17.4,117.3,5.9
2016,21771,3,1,18.7,88.7,4.95
2014,62000,1,1,17.8,75.0,3.75
2017,37024,1,0,17.01,126.2,10.97
2014,26008,3,1,21.1,55.2,1.97
2010,90000,1,1,20.0,68.0,1.4
2018,35569,3,1,17.0,73.75,7.27
2013,40000,1,1,21.64,84.8,4.0
2015,45000,3,1,18.7,88.7,4.75
2015,42000,3,1,17.0,80.0,5.1
2014,62000,1,0,11.18,184.0,10.55
2017,15000,1,0,12.9,174.5,30.0
2012,41367,1,0,15.8,170.0,18.49
2018,15982,3,1,20.73,91.1,9.96
2013,99595,1,1,22.9,74.0,4.75
2013,48272,1,1,10.5,116.9,11.82
2008,63000,3,1,13.4,125.0,2.05
2016,77000,0,1,26.6,58.16,3.3
2013,11734,3,1,16.8,34.2,2.25
2014,62012,1,0,17.68,174.33,20.12
2017,46000,0,1,25.0,81.86,4.95
2016,45449,1,1,27.3,98.6,7.48
2013,45330,1,0,16.55,147.51,13.19
2012,88000,3,1,19.1,85.8,3.85
2016,45376,1,1,28.4,73.75,5.75
2014,81000,1,1,15.1,140.0,9.0
2012,83381,3,1,18.6,79.4,2.21
2017,78526,1,1,23.0,98.96,8.09
2015,42747,1,0,14.16,174.3,39.47
2015,42265,1,0,20.68,190.0,22.24
2009,21000,3,0,19.2,80.0,2.6
2016,55100,1,0,17.01,126.2,12.0
2014,70000,1,0,17.11,174.33,18.0
2012,58235,3,1,20.36,78.9,2.45
2017,26000,1,1,23.0,98.96,8.99
2011,35000,1,1,20.54,103.6,3.15
2017,24000,1,1,28.4,73.75,8.2
2016,98000,1,1,15.4,120.0,11.5
2016,44487,1,1,22.54,88.73,7.3
2008,65000,3,1,19.7,46.3,1.59
2015,34951,3,1,20.36,78.9,3.15
2015,52373,1,1,15.4,120.0,8.5
2010,66285,1,1,19.5,75.0,3.0
2016,43000,1,1,27.3,98.6,7.75
2013,45200,1,0,10.0,170.0,23.0
2016,41000,1,0,16.0,140.0,13.75
2017,39430,3,0,18.0,117.3,8.29
2014,83274,1,1,22.9,74.0,5.79
2017,32324,1,0,14.84,170.0,30.5
2011,49999,3,1,17.0,118.0,3.8
2014,66000,1,1,15.3,83.8,4.45
2012,54000,3,1,18.5,82.85,3.3
2009,80000,1,1,20.4,91.2,1.75
2011,72000,3,0,12.9,130.0,5.5
2017,44865,1,1,19.67,126.2,13.35
2017,22000,1,0,20.38,143.0,22.5
2013,57478,3,1,17.0,121.3,5.25
2011,75000,1,1,21.9,90.0,3.75
2015,50624,1,1,24.2,98.6,6.32
2018,75000,1,0,22.32,126.32,7.75
2006,87000,3,1,15.3,101.0,1.37
2010,62000,3,1,20.36,78.9,2.1
2016,41372,1,1,24.3,88.5,9.3
2015,70000,1,1,12.99,100.6,12.0
2017,35000,1,0,17.9,136.0,23.5
2006,71993,3,1,19.7,46.3,1.8
2013,62000,1,0,14.84,170.0,12.5
2015,51000,1,1,22.9,74.0,4.74
2016,26038,3,1,18.9,82.0,5.43
2018,37713,1,0,12.55,168.5,31.62
2011,78088,3,1,12.4,132.0,6.3
2017,30453,1,1,22.77,98.59,8.45
2016,54000,3,1,18.16,86.8,5.0
2012,65097,3,1,19.1,85.8,4.7
2009,111000,3,1,18.9,67.0,1.51
2013,63295,1,1,19.01,108.45,6.09
2015,35770,3,1,20.73,91.1,5.95
2015,45000,1,0,21.66,103.52,4.25
2013,21000,1,0,14.84,170.0,23.5
2011,54774,3,0,11.7,177.6,6.35
2014,41123,3,1,23.1,67.04,3.4
2014,48000,1,0,22.69,190.0,21.6
2018,12000,1,1,23.4,74.0,5.5
2012,34000,1,0,12.39,147.51,19.25
2012,71360,1,1,21.9,90.0,3.95
2012,74000,1,1,28.4,73.75,4.25
2018,28937,1,1,17.1,170.0,17.02
2012,82085,1,1,20.77,88.76,6.5
2011,68465,3,1,15.6,70.0,2.95
2013,63854,1,1,21.43,86.79,7.12
2018,3000,1,0,24.3,88.5,11.25
2009,65055,3,1,17.0,118.0,2.75
2015,120000,1,1,15.4,120.0,12.0
2014,64241,3,1,20.14,81.86,3.67
2008,2200,3,1,15.7,75.0,2.3
2008,88123,1,1,18.7,66.0,2.2
2016,28143,1,0,20.68,190.0,28.5
2015,23001,3,1,15.04,103.2,5.49
2013,82002,1,0,16.55,147.51,17.5
2009,75000,1,1,13.8,68.0,1.99
2016,37451,1,1,22.32,126.3,6.64
2017,67000,1,1,13.68,147.8,16.5
2016,25000,3,1,18.9,82.0,5.0
2017,12000,3,1,17.0,73.75,5.4
2017,25000,3,1,25.17,53.3,2.99
2011,95936,3,1,17.0,118.0,4.1
2018,5354,3,0,18.9,81.86,6.76
2016,42000,3,1,18.78,75.0,5.5
2014,44282,1,1,25.2,74.0,5.99
2012,70000,1,1,21.64,84.8,2.59
2013,31400,1,0,16.36,187.7,26.75
2016,50000,1,1,28.09,88.5,8.5
2011,53000,1,0,12.8,167.6,23.0
2014,21727,3,1,15.6,70.02,3.35
2012,43000,1,0,11.72,194.3,10.75
2013,75000,1,1,12.05,120.0,6.29
2014,73557,1,1,19.6,108.45,7.75
2012,44555,1,0,15.2,140.8,13.5
2013,54885,3,1,15.1,73.0,3.75
2011,76000,1,1,14.0,112.0,3.75
2006,101000,3,1,18.9,67.1,1.5
2013,84360,3,1,15.5,103.3,4.12
2016,25121,1,1,13.68,147.8,17.11
2015,100000,1,1,12.99,100.6,10.25
2011,66035,1,1,22.07,73.9,2.49
2014,85670,1,1,22.7,89.84,6.25
2015,35000,1,1,24.0,70.0,4.88
2016,8000,3,0,18.0,117.3,9.45
2012,60000,3,1,21.1,55.2,1.99
2010,70600,3,1,20.36,78.9,2.8
2011,25000,3,0,12.3,185.0,22.0
2012,75000,1,1,15.96,62.1,4.3
2014,85071,1,0,20.0,138.1,9.75
2015,40000,3,1,20.4,81.8,5.9
2013,67000,1,0,16.55,147.51,14.5
2009,55000,1,1,17.8,68.0,2.4
2008,62000,3,1,15.0,104.68,2.11
2017,22526,3,0,18.9,82.0,7.6
2012,57788,3,0,17.16,85.8,3.6
2013,72000,1,1,10.5,120.0,6.0
2014,83128,1,1,15.4,120.0,7.45
2011,75000,3,1,19.7,46.3,2.1
2013,58000,1,1,19.01,108.45,5.2
2017,1000,3,1,20.89,81.8,6.36
2015,59751,1,1,12.99,100.6,11.62
2009,65000,1,1,13.6,142.0,4.9
2015,75863,1,1,19.01,108.45,6.7
2014,24000,1,0,17.11,174.33,25.0
2018,33218,1,1,17.1,170.0,19.05
2015,33425,3,1,17.43,105.5,4.5
2013,47000,3,1,18.0,86.7,4.15
2015,41000,1,1,19.67,126.2,11.9
2011,62000,3,1,19.81,68.05,2.1
2016,47035,1,1,18.49,100.0,6.95
2008,56230,3,1,17.5,85.8,2.4
2007,55000,3,1,13.2,94.0,2.65
2014,70669,1,1,15.1,140.0,9.0
2012,69000,3,1,20.92,67.1,2.1
2011,65000,3,1,18.6,79.4,2.5
2009,30000,1,0,12.4,179.5,8.95
2017,2000,1,0,20.7,113.98,34.0
2015,40000,3,1,17.57,88.7,4.0
2014,40000,1,1,26.0,98.6,4.45
2010,26000,3,1,18.6,79.4,1.5
2011,105000,1,0,16.55,140.0,14.5
2015,2800,1,1,26.1,99.0,8.41
2014,71000,1,0,19.08,126.32,5.45
2015,32896,3,0,18.0,117.3,8.9
2012,45000,3,1,20.36,78.9,3.65
2015,65000,1,0,18.56,190.0,29.0
2013,45200,1,0,16.55,147.51,13.5
2008,82167,3,0,10.1,152.0,5.4
2016,37429,3,1,18.9,81.86,5.89
2016,46000,1,1,28.09,88.5,8.45
2011,67031,3,1,17.4,117.3,4.0
2016,47691,3,0,23.1,67.04,3.94
2011,32531,1,0,13.73,148.0,8.0
2013,71336,1,1,20.0,68.0,4.1
2015,28193,1,1,28.4,73.75,5.25
2013,85000,1,0,16.1,194.0,21.0
2015,20780,3,1,18.9,81.86,4.3
2014,43081,3,1,17.3,117.3,5.25
2013,36000,1,1,17.21,100.0,3.9
2007,67000,3,1,13.4,125.0,2.2
2016,34079,1,1,25.32,77.0,3.7
2013,86000,3,1,22.74,47.3,2.41
2015,110000,1,0,15.73,174.33,19.0
2015,116000,1,1,23.59,67.05,5.8
2016,41840,1,1,15.1,140.0,13.52
2015,19317,1,1,13.0,168.7,24.5
2014,41000,0,1,24.6,55.23,3.25
2017,25601,1,0,17.9,201.15,56.73
2015,83950,1,1,19.67,126.2,9.95
2012,60000,3,0,16.8,118.0,5.5
2015,50000,1,0,17.11,174.33,25.0
2009,37000,3,1,17.3,60.0,1.0
2011,76976,3,1,19.7,46.3,2.15
2018,21684,3,0,21.4,83.1,7.89
2015,62000,1,1,16.0,140.0,10.25
2007,1261,3,1,19.0,94.68,6.0
2017,59450,3,1,18.6,81.86,7.53
2018,24465,1,0,19.27,167.62,39.45
2014,55000,3,1,17.8,117.3,5.84
2017,2000,3,1,18.88,110.4,8.65
2017,25040,3,1,21.4,83.1,7.74
2008,84000,3,1,20.36,78.9,2.5
2016,12573,3,1,21.4,83.1,5.8
2012,86000,1,0,13.01,194.3,9.5
2013,45000,3,1,17.0,118.0,4.55
2012,51000,1,1,21.9,90.0,3.9
2007,92000,1,1,13.6,63.0,2.7
2017,29000,1,0,12.9,174.5,31.0
2010,51000,1,0,16.07,181.0,7.75
2012,52618,3,1,18.9,67.1,3.2
2013,68000,1,1,25.47,88.5,4.85
2016,29022,1,0,15.68,177.0,34.08
2017,80000,1,1,24.52,88.5,8.1
2016,78000,1,1,25.0,69.01,2.35
2012,100000,3,1,20.92,67.1,1.8
2015,31412,3,1,21.1,55.2,3.42
2010,78000,1,0,11.4,153.86,5.34
2018,14000,1,0,12.62,158.0,31.99
2011,80000,1,1,20.54,103.6,4.75
2014,46738,3,0,19.12,91.1,6.1
2013,54884,3,1,21.1,55.2,3.69
2012,74500,1,0,14.16,174.3,15.0
2016,67472,1,1,16.0,140.0,14.5
2013,84000,1,1,28.4,74.0,5.65
2011,77400,1,1,21.1,73.9,2.5
2017,14470,1,0,19.71,201.15,38.5
2014,52108,1,1,19.01,108.45,5.49
2013,40000,3,1,19.1,85.8,3.55
2014,105044,1,1,12.99,100.6,10.75
2016,24347,3,1,15.8,121.3,11.0
2014,58000,1,1,21.79,88.73,4.5
2014,49663,1,1,15.1,140.0,8.42
2017,17000,3,0,18.0,117.3,11.6
2016,13418,1,0,16.36,187.7,33.63
2008,117080,1,1,17.8,68.0,2.25
2010,74000,3,0,10.8,150.0,12.95
2014,66882,1,0,17.68,174.33,25.02
2014,41460,3,1,18.5,86.8,3.95
2011,57000,3,0,16.8,118.0,4.4
2015,34010,3,1,16.47,73.9,4.95
2010,96813,1,1,12.05,120.0,5.5
2011,84000,3,1,16.8,116.3,3.25
2013,50004,3,1,15.0,103.5,4.02
2016,67995,1,1,16.0,140.0,11.73
2012,55000,1,1,15.0,105.0,9.5
2017,14900,3,0,21.4,83.1,8.6
2013,70961,1,1,25.8,98.6,4.0
2015,40194,3,1,15.04,103.2,5.55
2015,96000,3,1,22.74,47.3,2.5
2015,50000,3,0,18.0,117.3,7.41
2014,50000,1,1,19.01,108.5,6.5
2008,26299,3,1,19.7,46.3,1.2
2012,60000,1,1,21.9,90.0,2.74
2013,65000,1,1,20.0,68.0,3.9
2017,80000,1,1,24.3,88.5,8.0
2012,92000,1,1,22.32,126.32,4.0
2016,13000,3,0,12.95,152.88,17.75
2013,73278,1,1,21.1,73.9,5.05
2011,38000,3,0,10.8,132.0,12.0
2015,55000,1,1,19.87,83.8,6.5
2014,19000,3,0,15.5,86.7,4.75
2016,42259,1,0,9.0,181.0,24.36
2011,14000,3,1,17.5,85.8,3.2
2016,16956,3,1,22.5,67.04,3.6
2017,15473,3,1,16.8,34.2,3.58
2011,75000,1,1,21.5,88.8,2.5
2013,96000,1,1,23.5,90.0,3.5
2015,25000,3,0,19.16,158.2,25.0
2010,38000,3,1,22.5,67.04,1.75
2018,4131,3,0,21.4,83.1,7.75
2016,31700,3,1,18.7,88.7,6.45
2017,66988,1,0,15.4,120.0,10.0
2014,54230,3,1,16.47,74.0,4.5
2015,35000,3,1,17.0,80.0,3.4
2010,62714,3,0,12.1,164.7,4.5
2015,45295,3,1,18.9,67.1,4.3
