,sentence,label
96,"본 발명은 매실나무 추출물의 통풍, 통풍성 관절염, 고뇨산혈증 예방치료 및 혈액지질 하강과/또는 염증 억제 기능을 구비한 조성물을 제조하는 과정에서의 응용을 공개하고 상기 기능을 구비한 추출물과 조성물을 제공한다.",0
97,"본 발명은 염증질환을 예방 및 치료할 수 있는 항염증 활성을 갖는 산국 추출물로부터 분리된 한델린을 함유하는 약리적 조성물에 관한 것이다. 본 발명에 따르면, 대식세포에서 내독소인 LPS에 의해 증가된 iNOS 및 COX-2의 발현량을 감소시킬뿐만 아니라, 동물 모델에서도 생성된 부종을 감소시키는 한델린이 비염, 기관지염, 간염, 관절염, 천식 등 염증반응에 관련 질병들에 대해 항염증 효과를 발휘하면서 이들 질병 예방과 치료에 도움을 줄 수 있다는 점을 확인하였다.",0
98,"청피 추출물 또는 이의 분획물은 히알루론산 생성 및 히알루론산 합성 효소의 발현을 효과적으로 촉진시키므로, 관절 보호, 관절염 예방 또는 치료, 피부 탄력 개선, 노화 예방, 피부 주름 예방 또는 치료, 및 피부 보습에 유용하게 사용될 수 있다.",0
99,"본 발명은 낙석등(  Trachelospermi caulis)  추출물을 함유하는 염증성 질환 예방 및 치료용 약제에 관한 것으로서, 더욱 상세하게는 낙석등의 추출물 중 악틴(Arctiin)의 함량이 일정범위로 포함되도록 규격화 및 표준화시키고, 제제화하여, 진통 억제, 급성염증 억제, 효소 p-p38 MAP 및 p-NFκB 단백질 발현량 억제, 급성부종 억제 등의 염증성 변화에 의하여 나타나는 제증상의 억제 효과가 우수하게 발현되어 관절염 등의 염증성 질환 예방 및 치료에 유효한 낙석등 추출물을 함유하는 약제에 관한 것이다.  낙석등, 관절염, 급성염증, 진통, 급성부종, 악틴, p-p38 MAP, p-NFκB",0
100,"본 발명은 독활 추출물을 유효성분으로 포함하는 관절염 예방 또는 치료용 약학적 조성물 에 관한 것으로, 보다 상세하게는 포제 독활 추출물을 유효성분으로 포함하는 관절염 예방, 개선 또는 치료용 조성물에 관한 것이다. 본 발명에 따른 포제 독활 추출물은 염증성 사이토카인의 발현을 억제하고, 동물 모델을 이용한 생체 내 실험에서 우수한 관절염 치료 효과를 가지는바, 관절염의 예방, 개선, 치료에 유용한 약학, 의약외품 또는 식품 조성물을 제공할 수 있다.",0
101,"본 개시의 일 측면은 유효성분으로 관절염 등의 치료 또는 개선에 유용한 위령선, 괄루근 및 하고초의 생약 추출물을 고함량 포함하는 제제에 관한 것이다. 본 개시의 일 측면에 따른 제제는 유효성분을 고함량 포함하면서도 크기가 작아 복약 편의성이 우수하고, 1일 2회 복용하더라도 우수한 관절염 치료 효과를 나타내는 방출 패턴 및 방출성을 가진다. 본 개시의 다른 측면은 위령선, 괄루근 및 하고초의 생약 추출물을 280-320 mg 포함하고, 1일 2회 복용하는 제제로 특정 방출 패턴을 가져 관절염 치료 효과가 뛰어난 제제에 관한 것이다.",0
102,"대맥자 추출물 또는 이의 분획물은 히알루론산 생성 및 히알루론산 합성 효소의 발현을 효과적으로 촉진시키므로, 관절 보호, 관절염 예방 또는 치료, 피부 탄력 개선, 노화 예방, 피부 주름 예방 또는 치료, 및 피부 보습에 유용하게 사용될 수 있다.",0
103,"본 발명은 오미자 추출물을 유효성분으로 포함하는 IL-1β에 의한 질환의 예방 또는 개선용 조성물, IL-1β에 의한 질환의 예방 또는 개선용 건강기능식품 조성물, 의약외품 조성물, 인간을 제외한 IL-1β에 의한 질환 의심 개체에 투여하는 단계를 포함하는, IL-1β에 의한 질환 치료 방법에 관한 것이다. 본 발명에 따른 조성물은 염증 반응 억제 및 기질 분해 억제 효과가 뛰어나 IL-1β에 의한 염증성 질환 또는 대사성 질환의 예방, 치료 또는 개선용으로 사용할 수 있고, 천연물 치료제로서 합성 의약품에 비하여 독성 및 부작용의 염려가 없는 안전한 치료제를 제공할 수 있다.",0
104,"본 발명은 염증 질환의 개선, 예방 또는 치료용 약제학적 조성물 및 건강기능식품 조성물을 제공한다. 본 발명의 조성물은 우수한 전염증성 사이토카인의 생성 억제 활성을 제공한다. 본 발명의 유효성분은 천연물 소재로, 화합물과 비교하여 인체 부작용이 적으며, 원재료의 수급이 용이하고, 생산비용이 경제적인 이점을 갖는다.",0
105,"본 발명은 꽃송이버섯 추출물을 유효성분으로 함유하는 골관절염 예방 또는 치료용 조성물에 관한 것으로, 상기 꽃송이버섯 추출물은 산화스트레스 인자인 활성산소종의 발생을 저해하고, 골관절염에 작용하여 염증성 사이토카인 및 매개 인자의 활성을 저해함으로써, 조골작용의 저해를 예방하고 파골작용을 억제함으로써 관절의 연골 및 조직의 파괴를 보호하고 개선시키는 효과가 확인됨에 따라, 상기 꽃송이버섯 추출물은 효과적인 골관절염 예방 또는 치료용 조성물로 제공될 수 있다.",0
106,본 발명은 동물실험을 통해 확인된 좁은잎천선과 잎 추출물의 관절염 개선 활성을 개시한다.,0
107,"본 발명은 항염증 활성을 갖는 백미(Cynanchum atratum), 민대극(Euphorbia ebracteolata), 이누라 헤리안터스-아쿠아티리스(Inula helianthus-aquatilis), 스테파니아 델라베이(Stephania delavayi) 추출물 및 이를 포함하는 천연물들의 혼합물에 관한 것으로, 더욱 상세하게는 항염증 활성을 갖는 백미(Cynanchum atratum), 민대극(Euphorbia ebracteolata), 이누라 헤리안터스-아쿠아티리스(Inula helianthus-aquatilis), 스테파니아 델라베이(Stephania delavayi)의 추출물 및 이를 포함하는 혼합 조성물로서 관절염 관련 질환의 예방 및 치료용 약학 조성물에 관한 것이다.  본 발명의 백미(Cynanchum atratum), 민대극(Euphorbia ebracteolata), 이누라 헤리안터스-아쿠아티리스(Inula helianthus-aquatilis), 스테파니아 델라베이(Stephania delavayi)의 추출물은 천연물 유래의 물질로써 독성 및 부작용이 없으며, 염증 반응의 핵심 매개물질인 일산화질소(Nitric Oxide)와 Tumor necrosis factor-α의 생성을 현저히 억제하고, 염증매개물질인 PGE  2  억제 작용등의 탁월한 항염증 효과를 가지므로 이를 함유...(이하생략)",0
108,"본 발명은, 활성 성분으로서, 히알루론산의 관능기 중 일부가 히알루론산의 이당류 유닛 성분의 총 수에 대하여 0.6% 내지 15%의 가교 비율로 가교기와 가교된 것인 가교된 히알루론산 유도체를 지속성 진통 효과를 갖는 양으로 제약상 허용된 담체와 함께 포함하는, 관절염 질환을 치료하기 위한 관절내 투여용 주사액, 및 상기 가교된 히알루론산 유도체 및 제약상 허용되는 담체를 포함하는, 관절염 질환에 의해 유발된 연골 퇴행 억제용 진통 조성물, 또는 연골 퇴행 또는 활막의 염증 억제용 조성물에 관한 것이다.  관절염 질환, 가교된 히알루론산 유도체, 장기 지속성",0
109,"본 발명은 민대극에서 추출한 인제놀-3-팔미테이트 (Ingenol-3-palmitate) 또는 인제놀-3-미리스티네이트 (Ingenol-3-myristinate) 화합물을 포함하는 항염증 효과를 갖는 약제학적 조성물에 관한 것이다. 관절염에 강력한 항염증 활성을 나타내는 본 발명의 민대극 (Euphorbia ebracteolata) 추출물 또는 분획물은 천연물 유래의 생약으로서 독성 및 부작용이 없으며, 염증 반응의 핵심 매개물질인 일질소산화물(Nitric Oxide)과 Tumor necrosis factor-α, Interleukin-1β의 생성을 현저히 억제하고, 염증매개물질인 PGE  2  억제 작용 등의 탁월한 항염증 효과를 가지므로 이를 함유하는 조성물은 관절염 염증 질환들을 근본적으로 치료하고 예방할 뿐만 아니라 증상을 완화 및 개선시키는데 유용하게 사용될 수 있다.",0
110,"본 발명은 우슬, 백출 및 봉선과 같은 생약의 추출물을 포함하는 관절염 예방 또는 치료용 약학적 조성물 및 항혈액암제용 약학적 조성물에 관한 것이다.  본 발명의 조성물은 신호 전달 물질로서 관절염의 발병에 중요한 역할을 하는 TNF-α의 생성을 억제할 수 있는 바, 관절염의 예방 및 치료에 널리 사용될 수있다. 게다가 인간 유래 혈액암 세포주에 대하여 항혈액암활성을 나타내는 바, 천연물질로 이루어진 항암제로서 널리 사용될 수 있다.",0
111,"본 발명은 계관 추출물, 즉, 닭벼슬 추출물을 유효 성분으로 함유하는 관절염 예방과 치료용 약침 조성물에 관한 것이다.  본 발명에 따라 제조된 계관 추출물을 유효 성분으로 함유하는 관절염 예방과 치료용 약침 조성물은 천연 재료인 닭벼슬로부터 유효한 약리 효과를 나타내는 성분을 추출하고, 이러한 추출액을 류마티스 관절염이 나타나는 부위에 가장 효과적으로 작용할 수 있는 경혈 또는 통처에 주사기를 사용하여 주입하는 약침 형태로 투여하여, 경락경혈의 치료작용과 약물의 약리작용을 혼합함으로써 우수한 류마티스 관절염에 대한 예방, 치료 효과를 나타낸다.",0
112,"본원은 복합 유산균으로 2단계 발효시킨 독활 발효물을 포함하는 관절염 예방 또는 치료용 조성물, 식품 조성물 및 그 제조 방법을 개시한다. 본원의 발효물은 복합 발효로 인해 발효되지 않은 경우와 비교하여 미네랄, 항산화 물질 및 아미노산이 현저히 강화된 것은 물론, 세포에 독성이 없으며, 염증반응과 관련된 인자의 억제를 통해 염증반응을 억제하여 관절염의 치료 또는 예방에 유용하게 사용될 수 있다.",0
113,"본 발명은 유럽종 포도(Vitis vinifera)의 씨 추출물의 개선된 제조방법을 제공한다. 또한, 본 발명은 유럽종 포도(Vitis vinifera)의 씨 추출물 및 약제학적으로 허용가능한 담체를 포함하는 류마티스 관절염의 예방 또는 치료용 약학 조성물을 제공한다.  유럽종 포도, 류마티스 관절염",0
114,"본 발명은 차조기 초임계 추출물을 유효성분으로 함유하여 관절염의 예방, 개선용 건강식품 조성물에 관한 것으로 차조기 잎을 건조시킨 후에 파쇄하여 제분하고, 초임계 추출공정으로 추출한 후에 상등액을 분리하여 제조된 차조기 초임계 추출물을 포함하는 것을 특징으로 한다.",0
115,"본 발명은 관절염 치료를 위하여 슈퍼옥사이드(Superoxide), 프로스타글란딘(PGE  2  ), 인터루킨-1β(Interleukin-1β)의 생성을 억제할 뿐만아니라, 결합조직의 기질인 콜라젠 단백질을 분해하는 콜라제나제(Collagenase)효소의 활성을 억제시킴과 동시에 콜라젠 단백질 합성을 촉진시키는 우슬추출물, 우백피추출물, 또는 이들의 혼합물을 함유한 류마토이드 관절염 치료용 약제조성물에 관한 것이다.",0
116,"본 발명은 로녹시캄(Lornoxicam)및 부시라민(Bucillamine)을 유효성분으로 포함하는 관절염 치료용 의약조성물에 관한 것이다. 본 발명은 로녹시캄과 부시라민을 병용투여할 경우, 로녹시캄 또는 부시라민을 단독 투여한 것에 비하여 카라기난으로 유발한 랫트의 부종의 억제 효과 및 초산으로 유발한 생쥐의 모세혈관 투과 억제효과의 항염증작용, 그리고 생쥐에서 초산으로 유발한 writhing syndrome 억제효과인 진통작용이 현저하게 우수하다는 것을 밝힌 것을 기초로 한다. 본 발명의 의약조성물은 예를 들어, 류마티스성 관절염, 골관절염, 퇴행성 관절염, 다발성 관절염, 요통, 발치후 동통, 두통, 수술 후 통증 및 염증, 치통, 생리통 등 해열소염진통효과를 필요로 하는 각종 질병의 치료에 사용될 수 있다.  로녹시캄, Lornoxicam, 부시라민, Bucillamine, 관절염, 소염, 진통",0
117,"본 발명은 인삼노두의 추출물을 유효성분으로 함유하는 관절염의 예방 또는 치료용 약학적 조성물 및 기능성 식품에 관한 것으로서, 보다 상세하게는 인삼노두를 메탄올 또는 메탄올과 물의 혼합용매로 추출하여 얻어진 인삼노두 메탄올 추출물 또는 상기 인삼노두 메탄올 추출물을 부탄올로 계통분획하여 얻어진 인삼노두 메탄올 추출물의 부탄올 분획물을 유효성분으로 함유하는 관절염의 예방 또는 치료용 약학적 조성물 및 기능성 식품에 관한 것이다. 본 발명의 관절염 예방 또는 치료용 약학적 조성물은 관절염의 유발시 생기는 혈관투과성, 부종이나 발적을 감소시킬 수 있을 뿐 아니라, 활액강(synovial cavity)내로 증가하는 엘라스타제(elastase)의 활성을 억제함으로써 부작용 없이 안전한 류마티스성 관절염의 예방 또는 치료제로 유용하게 사용될 수 있다.  인삼노두, 관절염, 기능성 식품",0
118,"본 발명은 전통 한의학 이론에 근거하여 한방 복합 생약을 이용하여 제조한 관절염 치료제에 관한 것으로, 보다 상세하게는 관절, 특히 연골에 대한 보호 작용 및 풍, 한, 습으로 인한 관절염의 증상을 근본적으로 개선시키고자 우슬, 방풍, 천마 등 20여가지 생약재를 적정비로 혼합하여 물 또는 알코올성 수용액으로 추출한 다음, 감압 농축하여 동결 건조시켜 만든 관절염 치료용 생약 조성물 및 그 제조방법에 관한 것이다.  본 발명의 관절염 치료용 복합 생약 조성물은 독성 등의 부작용이 없으면서 관절염에 대해서는 우수한 예방 및 치료 효과를 나타내며, 상기 방법에 의해 추출된 생약재 추출물을 선택적으로 가감하여 엑스제, 액제, 산제, 환제, 정제, 캅셀제 및 패취제 등으로 제조하여 건강 기능성 식품 및 의약품으로 제조하는 것을 특징으로 하는 것으로 유용하게 사용될 수 있다.  관절염, 생약 조성물, 연골 보호, IL-4, MMP-2, TIMP-2",0
119,"본 발명은 퇴행성관절염 개선효과가 있는 해조추출물을 포함하는 퇴행성관절염 조성물에 관한 것으로, 좀 더 상세하게는 관절의 구성 성분 중 연골과 그 주위의 뼈에 퇴행성 변화로 인해 발생하는 퇴행성관절염의 예방 및 개선을 위해, 해조에서 추출된 15개의 폴리페놀로 구성된 폴리플로로글루시놀 복합체를 10%이상 함유한 해조추출물을 포함하는 퇴행성관절염 조성물에 관한 것이다. 본 발명에 따른 상기 조성물은 14개 이상의 분해효소로 이루어진 메트릭스-메탈로-프로테이나아제 성분 중 하나인 엘라스타제의 활성을 억제시키는 강력한 항산화 효과를 가지고 있어, 염증반응으로 인한 조직 내의 엘라스틴과 콜라겐의 분해를 억제시키고, 부작용이 없으면서 퇴행성관절염 개선에 뛰어난 효과를 나타낸다.  관절염, 해조추출물, 폴리페놀, 폴리플로로글루시놀, 엘라스타제",0
120,"본 발명은 한방 약재를 함유하는 퇴행성관절염 치료용 건강보조식품 조성물로서, 40 내지 50중량%의 글루코사민, 20 내지 30 중량%의 뮤코다당단백질, 5 내지 10 중량%의 비타민C, 1 내지 5 중량%의 비타민E, 5 내지 10 중량%의 상어연골분말, 3 내지 7 중량%의 우슬추출물분말, 3 내지 7 중량%의 모과추출물분말, 1 내지 2 중량%의 두충추출물분말, 1 내지 2 중량%의 자당지방산에스테르를 포함하는 것을 특징으로 하는 퇴행성관절염 치료용 건강보조식품 조성물에 관한 것이다.  퇴행성관절염, 글루코사민, 뮤코다당단백질(콘드로이친함유), 비타민C, 비타민E, 상어연골, 우슬, 모과, 두충, 자당지방산에스테르",0
121,"본 발명은 관절염 예방 및 치료에 탁월한 효과를 보이는 카테킨 추출물을 포함하는 조성물 및 그 제조방법에 관한 것이다. 특히, 본 발명은 기존의 관절염약의 부작용을 감소시킨 카테킨 추출물 또는 이것의 염 및 약학적으로 허용가능한 담체를 포함하는 약학 조성물, 또는 건강보조식품 및 식품 첨가물에 관한 것이다.  카테킨, 녹차, 관절염, 글루코사민, 콘드로이친, 약학조성물, 식품첨가제, 건강보조식품",0
122,"본 발명은 퇴행성관절염 개선 효과가 있는 글루코사민을 포함하는 퇴행성관절염 예방, 개선을 위한 조성물 및 그 제조방법에 관한 것으로 좀더 상세하게는 관절의 구성성분 중 연골과 그 주위의 뼈에 퇴행성 변화로 인해 발병하는 퇴행성관절염의 예방 및 개선을 위해 글루코사민, 보스웰리아 추출물분말, 달팽이 추출물분말, 녹색잎홍합건조분말, 은행잎 추출물분말 및 스테아린산마그네슘을 포함하는 퇴행성관절염 예방 및 개선 시킬 수 있는 조성물 및 그 제조방법에 관한 것이다. 본 발명에 따른 상기 조성물은 관절 연골의 구성 성분인 글루코사민, 항 염증효과가 있는 보스웰리아 추출물분말, 뮤코다당체 성분을 함유한 달팽이 추출물분말 등으로 구성하며 부작용이 없으면서 퇴행성관절염 예방 및 개선에 뛰어난 효과를 나타낸다.  퇴행성관절염, 변행성관절염, 글루코사민, 녹색잎홍합건조분말, 달팽이추출물분말",0
123,"본 발명은 골관절염 예방 및 치료를 위해, 지치 뿌리의 천연 색소를 함유하는 조성물 및 이의 제조 방법에 관한 것이다.  본 발명의 지치 뿌리 추출물을 함유하는 조성물은 단독으로 사용되더라도 골관절염에 유의한 작용효과를 보여주어, 골관절염 예방제 및 치료제 또는 골관절염 건강 기능식품으로도 널리 활용될 수 있다.",0
124,본 발명은 필란투스 테넬루스의 추출물을 함유하는 골관절염 예방 및 치료용 조성물에 관한 것이다. 본 발명의 조성물은 특히 골관절염 예방 및 치료용으로 사용할 수 있다.,0
125,"본 발명은 생약추출물을 포함하는 관절염 치료 및 예방용 조성물의 제조방법 및 그 제조방법에 의해 제조된 조성물에 관한 발명으로, Achyranthis 뿌리 및 Atractylodes japonica 뿌리의 물 추출 조성물을 포함하는 본 발명의 조성물은 탁월한 신경통 및 관절염 치료 효과가 있으며, 특히 글루코사민 및 발효유산 칼슘을 보강하여 유당으로 제형화 함으로써 약효증진과 정제, 산제, 과립제, 환제, 액제 및 캡슐제로 편리하게 제조하여 간편한 복용으로 만성 골질환 치료에 사용할 수 있다.  관절염 예방 및 치료, 항 염증, 우슬, 창출, 맥아",0
126,"본 발명은 생약추출물을 포함하는 관절염 치료 및 예방용 조성물의 제조방법 및 그 제조방법에 의해 제조된 조성물에 관한 발명으로,  Achyranthis  뿌리 및  Atractylodes japonica  뿌리의 약제학적 추출 조성물인 본 발명의 조성물은 관절염 치료 효과가 있으며, 특히 이의 발효 등의 산물이 관절염 치료에 더욱 우수한 효과가 있어서, 기존의 화학요법적 치료제에 대체하여 사용할 수 있는 탁월한 효능의 관절염 예방 및 치료제로 사용될 수 있다.  관절염 예방 및 치료, 항 염증, 발효, 우슬, 창출",0
127,"본 발명은 갈색거저리 현탁액을 유효성분으로 포함하는 류마티스 관절염 예방 또는 치료용 조성물에 관한 것이다.  본 발명인 항류마티스효과를 갖는 갈색거저리 현탁액의 제조방법은, 동결건조된 갈색거저리를 분쇄시키는 제1단계, 상기 제1단계에서 분쇄된 갈색거저리와 에탄올을 혼합하여 갈색거저리 혼합액을 제조하는 제2단계, 상기 제2단계에서 제조된 갈색거저리 혼합액을 초음파 분쇄기로 미세화시키는 제3단계 및, 상기 제3단계에서 미세화된 갈색거저리 혼합액을 원심분리 시킨 후, 상층액을 회수하고 여과시키는 제4단계를 포함하여, 파골세포 분화억제를 통해 항류마티스효과를 갖는 것이 특징이다.  본 발명에 의해, 파골세포 분화억제를 통해 항류마티스 효과를 갖는 갈색거저리 현탁액을 유효성분으로 포함하는 류마티스 관절염 예방 또는 치료용 조성물이 제공된다.",0
128,"본 발명은 꿀, 오디 및 두충을 함유하는 관절염의 예방 또는 치료용 조성물에 관한 것으로서, 상기 조성물은 관절염을 억제하는 효과가 뛰어나면서도 식품으로 허용된 천연물로 제조된 것이기에, 체질에 상관없이 복용이 가능하며 인체에 부작용이 전혀 발생하지 않아 관절염 예방 및 치료용 조성물로 유용하게 이용할 수 있다.",0
129,"본 발명은 연골재생 및 골관절염 치료용 생약조성물에 관한 것으로 더욱 상세하게는 천연재료를 혼합하여 제조함으로써 혼합된 추출물끼리 시너지효과를 일으켜 연골세포를 증식시키고 골관절의 염증을 완화 및 해소할 수 있는 연골재생 및 골관절염 치료용 생약조성물에 관한 것이다.  본 발명의 연골재생 및 골관절염 치료용 생약조성물은 아마씨 추출물 2 ~ 15 중량%, 당근 추출물 0.5 ~ 10 중량%, 논고동 추출물 2 ~ 15 중량%, 양파 추출물 4 ~ 15 중량%, 고사리 추출물 2 ~ 15 중량%, 메기 추출물 0.3 ~ 10 중량%, 감초 추출물 2 ~ 15 중량%, 흑마늘 추출물 0.3 ~ 10 중량%, 연근 추출물 0.2 ~ 10 중량%, 계피 추출물 2 ~ 15 중량%, 어성초 추출물 2 ~ 15 중량%, 죽염 추출물 2 ~ 15 중량%, 울금 추출물 3 ~ 15 중량%, 겨우살이 추출물 2 ~ 15 중량%, 홍화씨 추출물 2 ~ 15 중량%, 우슬 추출물 2 ~ 15 중량%, 가시오가피 추출물 2 ~ 15 중량%, 두릅 추출물 2 ~ 15 중량%, 함초 추출물 2 ~ 15 중량%, 헛개나무 추출물 2 ~ 15 중량%, 김 추출물 2 ~ 15 중량%의 조합으로 조성되는 것을 특징으로 한다.",0
130,"본 발명은 한약재의 일종인 마황(麻黃.  Ephedra sinica  Stapf)의 열탕, 또는 유기 용매 추출의 방법으로 제조되며, 만성자가면역질환인 류마티스 관절염의 치료에 효과적인 마황 추출물을 유효성분으로 포함하는 약제학적 조성물에 관한 것이다. 본 발명의 마황 추출물은 고순도 반복 정제 후, 환부의 특정부위(한의학적 혈자리)에 미량 주입되어 난치성 만성질환인 류마티스의 병리증상을 신경 행동학적, 분자생물학적 기전을 통해 억제함으로써 우수한 류마티스 치료효과를 나타낼 뿐 아니라 전통적으로 사용되어 온 한방약재를 사용함으로써 인체에 안전하고 부작용을 최소화할 수 있어 항 자가면역성 의약품과 기능성 식품 및 생활용품에 다양하게 이용될 수 있다.  마황, 약침, 류마티스 관절염, 자가면역질환, 경혈, Adjuvant-induced Arthritis(AIA), 사이토카인(cytikine)",0
131,"본 발명은 항염활성을 갖는 홍삼 추출물에 관한 것으로, 보다 구체적으로는 항염활성을 갖는 홍삼 추출물, 상기 추출물을 유효성분으로 함유하는 관절염 치료제 및 관절염 예방 및 개선용 건강식품에 관한 것이다. 본 발명의 홍삼 추출물은 항염, 항관절염, 항진통, 면역증강 효과 및 산화질소 생성 억제능이 우수하여 관절염을 치료 또는 예방하는데 유용하게 사용될 수 있다.",1
132,"본 발명은 복분자의 열매 또는 뿌리와 잎을 주재료로 하고, 오가피, 인진쑥, 생강, 감초, 대추를 주재료에 섞어 다려 얻은 농축액을 레토르트파우치 포장하므로서, 부담없이 일상적으로 마실 수 있는 관절염에 효과가 있는 건강보조음료에 관한 것으로서, 오가피 10 ∼ 12wt%, 인진쑥 10 ∼ 12wt%, 생강 10 ∼ 12wt%, 감초 10 ∼ 12wt%, 대추 12 ∼ 15wt%, 잔부는 복분자인 것을 특징으로 한다.",1
133,"본 발명은 염증성 질환 및 통증에 효과적인 당귀, 목진피, 황금 추출물을 함유하고 연골재생의 효과가 있는 글루코사민을 포함한 관절염 치료용 조성물에 관한 것이다.  당귀, 목진피, 황금, 염증, 관절염",1
134,"본 발명은 항염증 효과를 갖는 지실, 금은화 및 백지의 생약 혼합추출물 및 이를 함유하는 약학조성물에 관한 것으로, 상세하게는 본 발명의 조성물은 항염증 및 통증억제 효과가 있으므로, 이를 포함하는 조성물은 류마티스성 관절염 예방 및 치료에 효과적인 의약품 및 건강기능식품으로 유용하게 이용될 수 있다.  지실, 금은화, 백지, 항염증, 통증억제, 류마티스성 관절염, 약학조성물, 건강기능식품",1
135,"발명은 하기 발생 및 질병 단계로부터 연골세포에 발현되는 한개 또는 그 이상의 폴리뉴클레오티드를 제공한다: 태아, 정상, 마일드, 골관절염, 온건한 골관절염, 현저한 골관절염. 발명은 또한 이러한 폴리뉴클레오티드 시퀀스의 임의의 조합을 포함하는 배열 및 조성물에 관한 것이다. 발명은 또한 골관절염을 진단하기 위해 발명의 배열을 사용하는 방법을 제공한다. 발명은 또한 발명의 폴리뉴클레오티드의 발현 레벨을 변경하거나 또는 콘드로라이트의 동화작용 레벨을 변경하는 치료제를 확인하는 방법을 제공한다.",1
136,"본 발명은 항염활성을 갖는 홍삼 추출물, 글루코사민, 상어연골분말, 비타민 C 및 MnCl  2  를 포함하는 관절염 치료제 및 관절염 예방 및 개선용 건강 식품에 관한 것이다. 홍삼 추출물과 본 발명의 치료제 및 건강 식품에 포함되는 유효 성분은 항염, 항관절염, 항진통 및 면역증강 효과가 우수하여 관절염을 예방 또는 치료하는데 유용하게 사용될 수 있다.",1
137,"본 발명은 한약재의 일종으로서 사람의 태반을 건조시킨 자하거(紫河車, Hominis Placenta)의 열탕, 또는 유기 용매 추출의 방법으로 제조되며, 만성자가면역질환인 류마티스 관절염의 치료에 효과적인 자하거 추출물을 유효성분으로 포함하는 약제학적 조성물에 관한 것이다. 본 발명의 자하거 추출물은 고순도 반복 정제 후, 환부의 특정부위에 미량 주입되어 난치성 만성질환인 류마티스의 병리증상을 신경 행동학적, 면역학적, 분자생물학적 기전을 통해 억제함으로써 우수한 류마티스 치료효과를 나타낼 뿐 아니라 전통적으로 사용되어 온 한방약재를 사용함으로써 인체에 안전하고 부작용을 최소화할 수 있어 항 자가면역성 의약품과 기능성 식품 및 생활용품에 다양하게 이용될 수 있다.  자하거, 약침, 류마티스 관절염, 자가면역질환, 경혈",1
138,"본 발명은 천연생약인 가시오가피 및 치자 추출물을 유효성분을 함유하는 관절염 예방 및 치료용 조성물에 관한 것이다. 본 발명의 가시오가피 및 치자 추출물은 관절염의 원인 중 하나인 염증성 물질의 생성억제 및 통증완화 효과가 우수하였으며, 가시오가피 및 치자 추출물을 유효성분으로 함유하는 조성물을 투여하였을 경우 위약대조군에 비해 현저한 관절염 통증완화 효과 및 관절부위 붓기 완화효과를 나타내는 뛰어난 효과가 있었다. 따라서, 본 발명의 조성물은 관절염 치료제 또는 예방제로 사용될 수 있을 뿐만 아니라 건강 식품으로도 널리 유용하게 사용될 수 있다.",1
139,"본 발명은 류마티스 질환을 치료하기 위한 영양 조성물에 관한 것이다. 영양 조성물은 1) 하나 이상의 오메가-3 장쇄 다중불포화 지방산 및 2) 하나 이상의 오메가-6 장쇄 다중불포화 지방산중 하나 이상을 함유하는 지방 공급원; 탄수화물 공급원; 단백질 공급원; 및 보스웰리아 추출물 및 플레보디움 추출물중 하나 이상을 함유한다. 또한 본 발명은 피검자에게 상기된 유효량의 영양 조성물을 투여함을 포함하여, 류마티스 질환 및 이의 증상을 치료하는 방법에 관한 것이다.  영양 조성물, 류마티스 관절염, 보스웰리아 추출물, 플레보디움 추출물, 폴리페놀",1
140,"본 발명은 올리브 오일, 차나무오일, Eucalyptol oil 을 주성분으로 함유하는 신규의 골관절 및 류마티스성 관절염 치료용 겔제제를 제공하는 것이며, 24시간 이상 서서히 방출되는 지속성을 가지는 겔제제를 제공하는 것이며 본 발명의 겔 제제는 카보머류 및 폴록사머류에서 선택되는 자가겔화제를 이용하여 유상의 주성분을 수상과 동시에 혼화시켜 균일한 입자의 조성을 갖도록 응집력 및 점도를 조절하여 약효를 지속시키고, 주성분으로 함유된 유상의 지질친화성으로 인하여 경피흡수의 장애가 되는 스트라툼 코니움(stratum cornium)의 침투를 용이하게 하는 특성을 가진다.  천연오일, 관절염치료제, 겔, 자가겔화.",1
141,"본 발명은 골 관절염 치료용 생약제 및 그 조성물에 관한 것으로서, 더욱 상세하게는 Sacchromyces cerevisae BH02 변이주 또는 Sacchromyces exiguus BH12 변이주에 의해 생물전환 된 해동피 추출물을 주성분으로 포함하는 것을 특징으로 하는 골 관절염 치료용 생약제 및 이를 함유하는 생약 조성물에 것이다.  해동피 추출물, 생물전환, 골관절염",1
142,"본 발명의 과제는 관절염 예방 또는 치료제, 또는 관절염의 예방 또는 치료용 음식품, 음식품 첨가제, 사료 또는 사료 첨가제를 제공하는 데 있다. 상기 과제를 해결하기 위해서, 본 발명은, 수국속에 속하는 식물의 식물체 또는 상기 식물체 추출물, 및 아미노당 또는 그의 염 및(또는) 글리코사미노글리칸 또는 그의 염을 유효 성분으로서 함유하는 관절염의 예방 또는 관절염의 예방 또는 치료용 음식품, 음식품 첨가제, 사료 첨가제를 제공한다.  관절염 예방 또는 치료제, 음식품, 사료, 수국, 글리코사미노글리칸",1
